date,product_id,impressions,video_views,live_stream_placements,exposure_score
2025-10-05,PRD0110,1043,403,1,9.2
2025-10-12,PRD0110,1045,514,1,9.2
2025-10-19,PRD0110,1063,382,1,8.5
2025-10-26,PRD0110,798,285,1,7.5
2025-11-02,PRD0110,767,394,0,4.9
2025-11-09,PRD0110,697,281,0,4.8
2025-11-16,PRD0110,850,396,0,5.4
2025-11-23,PRD0110,671,252,0,4.1
2025-11-30,PRD0110,648,350,0,4.0
2025-12-07,PRD0110,632,245,0,4.3
2025-12-14,PRD0110,589,311,0,3.6
2025-12-21,PRD0110,467,219,0,3.2
2025-12-28,PRD0110,471,220,0,3.2
2026-01-04,PRD0110,437,177,0,3.0
2026-01-11,PRD0110,376,137,0,2.4
2026-01-18,PRD0110,345,150,0,2.4
2026-01-25,PRD0110,316,116,0,2.0
2026-02-01,PRD0110,315,119,0,2.0
2026-02-08,PRD0110,290,109,0,1.8
2026-02-15,PRD0110,273,98,0,1.7
2026-02-22,PRD0110,277,116,0,1.9
2026-03-01,PRD0110,231,103,0,1.4
2026-03-08,PRD0110,205,74,0,1.4
2026-03-15,PRD0110,227,118,0,1.5
2026-03-22,PRD0110,225,114,0,1.4
2026-03-29,PRD0110,216,102,0,1.4
2026-04-05,PRD0110,249,135,0,1.6
2026-04-12,PRD0110,204,89,0,1.3
2026-04-19,PRD0110,237,84,0,1.5
2026-04-26,PRD0110,253,128,0,1.7
2026-05-03,PRD0110,240,90,0,1.5
2026-05-10,PRD0110,264,109,0,1.7
2026-05-17,PRD0110,207,97,0,1.3
2026-05-24,PRD0110,217,118,0,1.4
2026-05-31,PRD0110,250,105,0,1.6
2026-06-07,PRD0110,200,102,0,1.2
2026-06-14,PRD0110,218,95,0,1.4
2026-06-21,PRD0110,255,89,0,1.6
2026-06-28,PRD0110,258,107,0,1.7
2025-04-10,PRD0111,4867,2599,9,49.7
2025-04-17,PRD0111,4351,1913,9,46.1
2025-04-24,PRD0111,4232,1572,7,40.8
2025-05-01,PRD0111,3779,1779,6,37.6
2025-05-08,PRD0111,5006,2527,7,48.1
2025-05-15,PRD0111,3822,1381,6,35.8
2025-05-22,PRD0111,4818,1767,7,46.8
2025-05-29,PRD0111,3980,1964,5,36.1
2025-06-05,PRD0111,5041,2143,9,46.7
2025-06-12,PRD0111,4524,2322,9,43.7
2025-06-19,PRD0111,4192,2068,8,45.7
2025-06-26,PRD0111,4877,2514,11,51.8
2025-07-03,PRD0111,3998,2071,7,40.6
2025-07-10,PRD0111,4854,2660,10,47.2
2025-07-17,PRD0111,4075,1572,4,34.5
2025-07-24,PRD0111,4584,1994,9,49.0
2025-07-31,PRD0111,4324,2015,9,45.0
2025-08-07,PRD0111,4732,2581,10,51.5
2025-08-14,PRD0111,4768,2449,6,43.1
2025-08-21,PRD0111,4406,2304,9,42.8
2025-08-28,PRD0111,4530,2436,6,43.3
2025-09-04,PRD0111,4505,1638,6,41.4
2025-09-11,PRD0111,4804,1746,8,43.6
2025-09-18,PRD0111,3990,1504,8,42.6
2025-09-25,PRD0111,4426,1854,9,47.5
2025-10-02,PRD0111,4640,2052,10,52.3
2025-10-09,PRD0111,4765,1748,9,48.3
2025-10-16,PRD0111,4650,2098,10,46.7
2025-10-23,PRD0111,4473,1947,8,46.3
2025-10-30,PRD0111,4928,2026,6,43.7
2025-11-06,PRD0111,3997,1653,7,39.0
2025-11-13,PRD0111,4782,2329,11,55.1
2025-11-20,PRD0111,3928,1652,8,43.3
2025-11-27,PRD0111,5010,2122,7,49.3
2025-12-04,PRD0111,4829,2591,9,51.2
2025-12-11,PRD0111,4693,2376,9,47.0
2025-12-18,PRD0111,3795,1599,6,37.7
2025-12-25,PRD0111,4889,2417,8,47.2
2026-01-01,PRD0111,4209,1574,5,34.9
2026-01-08,PRD0111,4688,1886,8,49.5
2026-01-15,PRD0111,4388,2068,7,45.3
2026-01-22,PRD0111,4954,2394,11,54.9
2026-01-29,PRD0111,4076,1730,7,40.7
2026-02-05,PRD0111,3441,1303,3,26.4
2026-02-12,PRD0111,3680,1944,4,32.1
2026-02-19,PRD0111,3452,1285,3,27.9
2026-02-26,PRD0111,2678,1135,3,22.2
2026-03-05,PRD0111,2884,1285,2,22.0
2026-03-12,PRD0111,2195,1118,2,18.1
2026-03-19,PRD0111,2139,890,1,15.1
2026-03-26,PRD0111,2156,1089,2,17.2
2026-04-02,PRD0111,1684,777,1,13.6
2026-04-09,PRD0111,1670,707,1,12.9
2026-04-16,PRD0111,1440,670,0,9.6
2026-04-23,PRD0111,1434,769,1,11.4
2026-04-30,PRD0111,1475,765,0,10.0
2026-05-07,PRD0111,1227,666,0,8.0
2026-05-14,PRD0111,1331,486,0,8.1
2026-05-21,PRD0111,1029,422,0,6.5
2026-05-28,PRD0111,1078,392,0,6.8
2026-06-04,PRD0111,864,469,0,5.7
2026-06-11,PRD0111,965,374,0,6.6
2026-06-18,PRD0111,799,346,0,5.0
2026-06-25,PRD0111,671,306,0,4.6
2026-01-09,PRD0112,4997,2073,7,48.0
2026-01-16,PRD0112,5088,2435,6,46.9
2026-01-23,PRD0112,4345,1534,4,36.0
2026-01-30,PRD0112,3825,1814,4,34.4
2026-02-06,PRD0112,3947,1382,5,37.0
2026-02-13,PRD0112,3629,1716,4,33.5
2026-02-20,PRD0112,2797,1066,3,24.5
2026-02-27,PRD0112,2755,1489,2,21.2
2026-03-06,PRD0112,2708,1002,2,21.5
2026-03-13,PRD0112,2327,986,1,16.0
2026-03-20,PRD0112,2311,1197,2,17.9
2026-03-27,PRD0112,2379,991,1,17.2
2026-04-03,PRD0112,2211,1199,1,15.9
2026-04-10,PRD0112,1741,856,0,11.6
2026-04-17,PRD0112,1432,740,0,9.2
2026-04-24,PRD0112,1453,620,1,12.1
2026-05-01,PRD0112,1691,873,0,11.3
2026-05-08,PRD0112,1223,440,0,8.5
2026-05-15,PRD0112,1509,543,0,10.2
2026-05-22,PRD0112,1083,407,0,7.3
2026-05-29,PRD0112,976,519,0,6.5
2026-06-05,PRD0112,974,415,0,6.4
2026-06-12,PRD0112,976,358,0,6.7
2026-06-19,PRD0112,773,374,0,4.9
2026-06-26,PRD0112,721,301,0,4.9
2025-07-25,PRD0113,5293,2810,10,57.0
2025-08-01,PRD0113,6177,2704,11,63.2
2025-08-08,PRD0113,6497,2987,12,67.7
2025-08-15,PRD0113,5494,2805,10,52.4
2025-08-22,PRD0113,6656,3478,13,64.4
2025-08-29,PRD0113,5687,2639,13,60.1
2025-09-05,PRD0113,5376,2000,6,43.7
2025-09-12,PRD0113,6658,3610,13,67.5
2025-09-19,PRD0113,6223,2413,8,59.1
2025-09-26,PRD0113,5922,2254,13,67.1
2025-10-03,PRD0113,6668,2374,11,68.7
2025-10-10,PRD0113,5448,2581,9,51.4
2025-10-17,PRD0113,5731,2714,10,60.8
2025-10-24,PRD0113,5884,2487,9,52.1
2025-10-31,PRD0113,6160,2726,14,68.4
2025-11-07,PRD0113,5621,2400,12,58.3
2025-11-14,PRD0113,6277,2324,10,64.5
2025-11-21,PRD0113,6436,2994,15,76.2
2025-11-28,PRD0113,5519,2096,7,50.7
2025-12-05,PRD0113,6799,2513,8,58.1
2025-12-12,PRD0113,5421,2008,9,55.9
2025-12-19,PRD0113,6571,3465,9,57.3
2025-12-26,PRD0113,5628,2774,6,45.5
2026-01-02,PRD0113,6779,3561,15,72.1
2026-01-09,PRD0113,6890,3068,8,58.0
2026-01-16,PRD0113,6594,2321,9,58.1
2026-01-23,PRD0113,6694,3357,10,60.5
2026-01-30,PRD0113,5944,3031,12,61.8
2026-02-06,PRD0113,5224,2635,10,55.4
2026-02-13,PRD0113,6360,3033,12,65.6
2026-02-20,PRD0113,6147,2938,14,66.5
2026-02-27,PRD0113,5891,2615,7,52.3
2026-03-06,PRD0113,6770,3540,12,63.6
2026-03-13,PRD0113,5243,2516,7,46.2
2026-03-20,PRD0113,6426,2275,14,71.2
2026-03-27,PRD0113,6780,2875,8,61.4
2026-04-03,PRD0113,6656,3333,13,68.5
2026-04-10,PRD0113,6844,2783,12,72.8
2026-04-17,PRD0113,5799,2241,9,58.5
2026-04-24,PRD0113,5967,3056,14,67.0
2026-05-01,PRD0113,5548,2139,13,60.8
2026-05-08,PRD0113,6491,3249,13,68.4
2026-05-15,PRD0113,5752,2226,10,53.4
2026-05-22,PRD0113,6176,3143,11,58.7
2026-05-29,PRD0113,5866,2278,11,56.5
2026-06-05,PRD0113,6692,3077,11,60.2
2026-06-12,PRD0113,6784,3375,8,56.8
2026-06-19,PRD0113,6769,2846,15,76.3
2026-06-26,PRD0113,5592,2539,10,56.5
2025-06-18,PRD0114,3707,1357,6,36.2
2025-06-25,PRD0114,3856,1411,5,33.5
2025-07-02,PRD0114,4520,2232,7,45.1
2025-07-09,PRD0114,4873,2676,5,41.3
2025-07-16,PRD0114,3625,1673,8,41.6
2025-07-23,PRD0114,4340,2090,8,45.8
2025-07-30,PRD0114,4127,2090,7,40.5
2025-08-06,PRD0114,4516,1955,9,45.0
2025-08-13,PRD0114,4810,2464,11,51.6
2025-08-20,PRD0114,4397,2262,8,45.8
2025-08-27,PRD0114,3972,1526,9,43.9
2025-09-03,PRD0114,4047,1575,8,39.9
2025-09-10,PRD0114,3661,1521,4,30.6
2025-09-17,PRD0114,4360,1707,8,41.3
2025-09-24,PRD0114,4572,2444,6,42.0
2025-10-01,PRD0114,4253,1779,8,46.4
2025-10-08,PRD0114,4647,2025,7,42.9
2025-10-15,PRD0114,4390,2364,7,39.1
2025-10-22,PRD0114,3700,1470,8,42.1
2025-10-29,PRD0114,3797,1527,6,37.5
2025-11-05,PRD0114,4694,2381,8,49.4
2025-11-12,PRD0114,3668,1804,8,41.4
2025-11-19,PRD0114,3837,1828,7,36.5
2025-11-26,PRD0114,3719,1348,7,38.0
2025-12-03,PRD0114,4411,2183,9,45.2
2025-12-10,PRD0114,4716,2287,9,50.8
2025-12-17,PRD0114,4026,1521,8,39.0
2025-12-24,PRD0114,3823,1910,8,40.0
2025-12-31,PRD0114,4584,2061,9,44.2
2026-01-07,PRD0114,4008,2077,5,38.5
2026-01-14,PRD0114,3751,1324,6,35.5
2026-01-21,PRD0114,4861,1753,8,49.1
2026-01-28,PRD0114,4615,2151,6,43.8
2026-02-04,PRD0114,3651,1872,6,35.5
2026-02-11,PRD0114,3641,1787,5,35.7
2026-02-18,PRD0114,4530,2199,10,46.2
2026-02-25,PRD0114,4257,1749,8,40.1
2026-03-04,PRD0114,3728,1338,6,38.5
2026-03-11,PRD0114,3697,1763,6,35.4
2026-03-18,PRD0114,4629,1797,9,46.0
2026-03-25,PRD0114,4392,1957,10,44.4
2026-04-01,PRD0114,4466,2422,6,41.6
2026-04-08,PRD0114,4465,1791,9,45.2
2026-04-15,PRD0114,3783,1356,6,38.4
2026-04-22,PRD0114,4645,1899,7,40.9
2026-04-29,PRD0114,4420,1644,5,37.5
2026-05-06,PRD0114,4043,2017,7,37.7
2026-05-13,PRD0114,4537,2277,10,50.4
2026-05-20,PRD0114,3780,1498,8,39.7
2026-05-27,PRD0114,4716,2303,6,39.7
2026-06-03,PRD0114,4099,2074,8,44.2
2026-06-10,PRD0114,4383,2198,10,48.4
2026-06-17,PRD0114,4530,2406,9,46.9
2026-06-24,PRD0114,4225,1848,6,36.5
2025-12-13,PRD0115,4955,2194,6,45.9
2025-12-20,PRD0115,5113,1875,12,54.2
2025-12-27,PRD0115,4890,2333,6,42.0
2026-01-03,PRD0115,4920,1760,8,48.2
2026-01-10,PRD0115,4686,2332,7,44.2
2026-01-17,PRD0115,5444,2607,11,59.7
2026-01-24,PRD0115,4543,1693,8,46.4
2026-01-31,PRD0115,4952,2698,9,51.9
2026-02-07,PRD0115,5293,1894,10,56.4
2026-02-14,PRD0115,4728,2112,7,43.2
2026-02-21,PRD0115,4498,2085,9,47.1
2026-02-28,PRD0115,4695,2264,9,44.6
2026-03-07,PRD0115,5550,2860,10,57.9
2026-03-14,PRD0115,5079,2232,10,51.0
2026-03-21,PRD0115,4257,1839,7,43.5
2026-03-28,PRD0115,5544,1949,13,63.6
2026-04-04,PRD0115,5644,2059,9,53.9
2026-04-11,PRD0115,5187,2008,10,52.0
2026-04-18,PRD0115,5226,2193,8,47.4
2026-04-25,PRD0115,4686,1904,9,44.6
2026-05-02,PRD0115,5339,2849,10,55.7
2026-05-09,PRD0115,4889,2394,8,47.6
2026-05-16,PRD0115,5656,2644,12,61.5
2026-05-23,PRD0115,5545,2090,13,57.7
2026-05-30,PRD0115,5586,2782,9,50.9
2026-06-06,PRD0115,5201,2783,6,47.3
2026-06-13,PRD0115,4673,2345,5,37.8
2026-06-20,PRD0115,4470,1924,9,45.7
2026-06-27,PRD0115,4942,2414,11,51.8
2026-02-11,PRD0116,5738,2034,11,57.0
2026-02-18,PRD0116,4955,2213,9,47.9
2026-02-25,PRD0116,4721,2558,6,41.0
2026-03-04,PRD0116,5557,3013,7,47.9
2026-03-11,PRD0116,5139,2281,6,41.7
2026-03-18,PRD0116,4484,1984,9,44.8
2026-03-25,PRD0116,4544,2011,5,38.0
2026-04-01,PRD0116,4752,2410,5,39.0
2026-04-08,PRD0116,4774,2030,8,46.8
2026-04-15,PRD0116,5813,3051,11,57.0
2026-04-22,PRD0116,5539,2691,11,58.7
2026-04-29,PRD0116,4392,2238,6,43.2
2026-05-06,PRD0116,5526,2422,10,57.5
2026-05-13,PRD0116,5724,2659,8,55.6
2026-05-20,PRD0116,4550,2017,7,43.4
2026-05-27,PRD0116,4466,2398,6,38.2
2026-06-03,PRD0116,4953,2701,7,44.1
2026-06-10,PRD0116,5543,2962,11,60.3
2026-06-17,PRD0116,4453,2259,6,39.8
2026-06-24,PRD0116,4428,2273,5,37.0
2025-08-13,PRD0117,6709,3366,10,65.3
2025-08-20,PRD0117,6518,3439,14,69.3
2025-08-27,PRD0117,6243,3199,14,69.9
2025-09-03,PRD0117,6639,2506,8,60.1
2025-09-10,PRD0117,6518,2442,14,67.1
2025-09-17,PRD0117,7570,2821,16,85.4
2025-09-24,PRD0117,7577,2694,9,62.7
2025-10-01,PRD0117,7789,3738,11,75.2
2025-10-08,PRD0117,6967,2617,8,62.5
2025-10-15,PRD0117,6758,3239,11,69.7
2025-10-22,PRD0117,7607,4102,15,77.1
2025-10-29,PRD0117,6617,2667,9,63.1
2025-11-05,PRD0117,6442,3327,8,59.1
2025-11-12,PRD0117,7638,3622,15,76.6
2025-11-19,PRD0117,7783,3367,15,80.3
2025-11-26,PRD0117,8037,3342,11,76.7
2025-12-03,PRD0117,8355,3453,19,90.0
2025-12-10,PRD0117,6458,3088,10,61.8
2025-12-17,PRD0117,6769,3197,14,73.0
2025-12-24,PRD0117,8291,3205,11,71.8
2025-12-31,PRD0117,7392,3464,16,79.4
2026-01-07,PRD0117,7694,4153,16,82.8
2026-01-14,PRD0117,8092,3109,14,77.9
2026-01-21,PRD0117,8201,3683,10,72.8
2026-01-28,PRD0117,7633,2805,15,83.6
2026-02-04,PRD0117,7972,4078,13,80.6
2026-02-11,PRD0117,7975,4245,12,72.7
2026-02-18,PRD0117,7711,3458,13,73.0
2026-02-25,PRD0117,8165,3781,12,77.5
2026-03-04,PRD0117,6255,2723,13,61.4
2026-03-11,PRD0117,6200,2874,13,69.9
2026-03-18,PRD0117,7032,3229,9,65.6
2026-03-25,PRD0117,7179,3670,15,75.9
2026-04-01,PRD0117,7476,3790,16,80.6
2026-04-08,PRD0117,8151,4263,16,82.6
2026-04-15,PRD0117,7452,2816,9,69.5
2026-04-22,PRD0117,6234,2377,10,62.9
2026-04-29,PRD0117,6953,2709,11,62.5
2026-05-06,PRD0117,7128,3312,17,83.8
2026-05-13,PRD0117,7957,3009,15,77.9
2026-05-20,PRD0117,6249,2891,10,56.8
2026-05-27,PRD0117,7639,4037,10,68.9
2026-06-03,PRD0117,6620,3224,14,67.3
2026-06-10,PRD0117,6992,3354,10,66.8
2026-06-17,PRD0117,7692,3591,11,72.9
2026-06-24,PRD0117,7290,3325,17,86.0
2026-01-16,PRD0118,5938,2759,8,57.7
2026-01-23,PRD0118,5880,2982,10,61.4
2026-01-30,PRD0118,6137,3038,9,60.1
2026-02-06,PRD0118,6199,3097,10,60.9
2026-02-13,PRD0118,6629,3292,14,66.9
2026-02-20,PRD0118,6416,3176,11,66.8
2026-02-27,PRD0118,6337,3311,13,65.9
2026-03-06,PRD0118,5301,2097,11,59.6
2026-03-13,PRD0118,5614,1991,8,55.8
2026-03-20,PRD0118,5820,2811,7,50.6
2026-03-27,PRD0118,5941,3170,9,52.1
2026-04-03,PRD0118,6310,3443,9,62.4
2026-04-10,PRD0118,5715,2419,7,51.2
2026-04-17,PRD0118,5526,2021,7,45.9
2026-04-24,PRD0118,5121,1931,11,51.6
2026-05-01,PRD0118,6404,2448,11,64.5
2026-05-08,PRD0118,6334,2645,10,63.4
2026-05-15,PRD0118,6790,3703,15,72.7
2026-05-22,PRD0118,6788,2945,12,65.2
2026-05-29,PRD0118,5481,2148,11,54.6
2026-06-05,PRD0118,6465,3322,15,70.8
2026-06-12,PRD0118,6428,2421,11,67.7
2026-06-19,PRD0118,6205,3126,11,57.8
2026-06-26,PRD0118,6837,2556,8,58.9
2025-12-02,PRD0119,4917,2464,6,41.6
2025-12-09,PRD0119,5122,2050,12,56.9
2025-12-16,PRD0119,5608,2601,12,64.2
2025-12-23,PRD0119,5564,2329,12,55.6
2025-12-30,PRD0119,5528,2461,7,46.0
2026-01-06,PRD0119,4461,2061,8,41.6
2026-01-13,PRD0119,4863,1731,10,54.9
2026-01-20,PRD0119,4269,2025,9,45.1
2026-01-27,PRD0119,5450,2893,7,46.3
2026-02-03,PRD0119,4897,1902,11,56.9
2026-02-10,PRD0119,5291,2399,6,49.5
2026-02-17,PRD0119,4429,2161,8,47.8
2026-02-24,PRD0119,5090,2625,10,52.8
2026-03-03,PRD0119,4802,2368,5,38.2
2026-03-10,PRD0119,4416,1569,8,44.2
2026-03-17,PRD0119,5482,2953,7,49.9
2026-03-24,PRD0119,5306,2153,7,48.9
2026-03-31,PRD0119,5144,2133,8,45.5
2026-04-07,PRD0119,4540,1657,7,44.0
2026-04-14,PRD0119,5347,2538,11,60.1
2026-04-21,PRD0119,4363,1841,9,42.6
2026-04-28,PRD0119,4440,1566,10,48.6
2026-05-05,PRD0119,4276,1867,5,38.2
2026-05-12,PRD0119,5582,2472,6,51.3
2026-05-19,PRD0119,5279,1976,7,44.5
2026-05-26,PRD0119,4849,2303,8,48.2
2026-06-02,PRD0119,4956,2509,7,47.2
2026-06-09,PRD0119,4693,2572,8,46.6
2026-06-16,PRD0119,4336,1808,6,41.9
2026-06-23,PRD0119,4840,2566,8,47.9
2026-06-30,PRD0119,5195,1951,7,46.9
2025-11-06,PRD0120,1732,793,2,15.8
2025-11-13,PRD0120,1620,666,3,15.7
2025-11-20,PRD0120,1849,930,2,14.8
2025-11-27,PRD0120,2068,831,3,18.1
2025-12-04,PRD0120,2025,814,2,16.5
2025-12-11,PRD0120,2021,1054,4,19.7
2025-12-18,PRD0120,1975,1055,4,21.9
2025-12-25,PRD0120,1792,974,3,18.6
2026-01-01,PRD0120,1852,973,3,17.9
2026-01-08,PRD0120,2002,1075,4,22.2
2026-01-15,PRD0120,1837,807,3,19.0
2026-01-22,PRD0120,1593,683,3,16.0
2026-01-29,PRD0120,1897,1035,2,15.2
2026-02-05,PRD0120,1791,711,3,17.6
2026-02-12,PRD0120,2034,800,3,17.8
2026-02-19,PRD0120,1634,759,3,15.5
2026-02-26,PRD0120,1951,821,3,18.6
2026-03-05,PRD0120,1627,860,3,17.7
2026-03-12,PRD0120,1786,630,3,16.9
2026-03-19,PRD0120,1810,846,3,16.4
2026-03-26,PRD0120,1824,801,3,17.9
2026-04-02,PRD0120,2085,1105,4,20.2
2026-04-09,PRD0120,1574,856,3,17.2
2026-04-16,PRD0120,1911,1031,2,17.5
2026-04-23,PRD0120,2073,1047,2,17.0
2026-04-30,PRD0120,2033,1114,4,19.9
2026-05-07,PRD0120,1683,598,3,16.7
2026-05-14,PRD0120,1823,848,3,16.7
2026-05-21,PRD0120,1674,822,2,15.4
2026-05-28,PRD0120,1754,616,3,17.8
2026-06-04,PRD0120,1547,811,3,16.7
2026-06-11,PRD0120,1663,799,2,15.7
2026-06-18,PRD0120,1563,828,2,14.8
2026-06-25,PRD0120,2079,1069,3,19.8
2026-05-20,PRD0121,5981,2710,10,62.3
2026-05-27,PRD0121,6268,3309,12,67.7
2026-06-03,PRD0121,7479,3818,16,74.0
2026-06-10,PRD0121,6736,2416,8,59.4
2026-06-17,PRD0121,7626,2820,11,68.2
2026-06-24,PRD0121,7491,2668,9,64.0
2026-03-06,PRD0122,7268,3604,14,80.2
2026-03-13,PRD0122,7906,3215,13,76.0
2026-03-20,PRD0122,7415,3539,16,78.0
2026-03-27,PRD0122,7082,3473,12,73.4
2026-04-03,PRD0122,7937,4193,16,86.6
2026-04-10,PRD0122,7780,3872,11,70.6
2026-04-17,PRD0122,7078,3084,12,67.2
2026-04-24,PRD0122,7158,3220,9,60.8
2026-05-01,PRD0122,7087,3731,13,68.7
2026-05-08,PRD0122,7554,3556,13,70.7
2026-05-15,PRD0122,6453,2591,12,61.1
2026-05-22,PRD0122,6355,2484,9,62.2
2026-05-29,PRD0122,7784,3540,17,89.1
2026-06-05,PRD0122,6274,2902,7,54.1
2026-06-12,PRD0122,7758,3043,18,87.7
2026-06-19,PRD0122,6028,2975,14,64.0
2026-06-26,PRD0122,7670,3328,17,82.8
2026-02-22,PRD0123,5596,2082,12,61.2
2026-03-01,PRD0123,4191,1731,6,41.0
2026-03-08,PRD0123,5137,2210,9,49.5
2026-03-15,PRD0123,4131,2206,6,41.2
2026-03-22,PRD0123,3903,1656,4,32.8
2026-03-29,PRD0123,3442,1874,2,25.7
2026-04-05,PRD0123,3521,1886,4,29.0
2026-04-12,PRD0123,2943,1218,2,23.0
2026-04-19,PRD0123,2864,1310,2,21.2
2026-04-26,PRD0123,2607,987,1,19.6
2026-05-03,PRD0123,2024,739,1,14.8
2026-05-10,PRD0123,2396,920,2,19.4
2026-05-17,PRD0123,2106,918,1,14.5
2026-05-24,PRD0123,1850,760,1,13.8
2026-05-31,PRD0123,1608,820,0,10.0
2026-06-07,PRD0123,1608,623,0,11.1
2026-06-14,PRD0123,1242,454,0,8.4
2026-06-21,PRD0123,1419,610,0,9.3
2026-06-28,PRD0123,1243,527,0,7.9
2025-08-30,PRD0124,5894,2151,8,54.8
2025-09-06,PRD0124,7563,3171,15,78.7
2025-09-13,PRD0124,6321,3397,14,72.4
2025-09-20,PRD0124,6085,2740,12,59.0
2025-09-27,PRD0124,6169,2589,10,58.9
2025-10-04,PRD0124,6924,3771,10,69.3
2025-10-11,PRD0124,7305,3349,15,75.0
2025-10-18,PRD0124,7460,3412,14,70.8
2025-10-25,PRD0124,6995,3740,11,68.8
2025-11-01,PRD0124,7498,3662,14,79.0
2025-11-08,PRD0124,7677,3876,17,82.2
2025-11-15,PRD0124,6213,2702,11,63.1
2025-11-22,PRD0124,6529,3524,12,64.8
2025-11-29,PRD0124,7461,4007,11,69.2
2025-12-06,PRD0124,7410,3833,13,74.5
2025-12-13,PRD0124,6068,2708,12,63.9
2025-12-20,PRD0124,7664,2821,17,78.3
2025-12-27,PRD0124,7667,3935,13,70.3
2026-01-03,PRD0124,7207,3502,17,77.7
2026-01-10,PRD0124,7130,3459,9,59.1
2026-01-17,PRD0124,6768,3262,9,65.5
2026-01-24,PRD0124,5933,3097,9,52.4
2026-01-31,PRD0124,5626,2364,10,53.2
2026-02-07,PRD0124,6351,2566,10,57.5
2026-02-14,PRD0124,4773,2060,7,42.9
2026-02-21,PRD0124,4826,1724,4,37.3
2026-02-28,PRD0124,3695,1471,4,34.0
2026-03-07,PRD0124,3245,1456,2,26.4
2026-03-14,PRD0124,3901,1416,3,29.6
2026-03-21,PRD0124,3008,1231,3,24.8
2026-03-28,PRD0124,2873,1442,2,21.6
2026-04-04,PRD0124,3224,1460,3,27.4
2026-04-11,PRD0124,2801,1241,1,19.4
2026-04-18,PRD0124,2706,993,2,19.9
2026-04-25,PRD0124,2431,935,1,18.3
2026-05-02,PRD0124,2388,1197,1,17.8
2026-05-09,PRD0124,1895,793,0,11.5
2026-05-16,PRD0124,1679,905,0,10.6
2026-05-23,PRD0124,1569,843,0,10.0
2026-05-30,PRD0124,1477,718,0,10.0
2026-06-06,PRD0124,1611,759,0,10.8
2026-06-13,PRD0124,1568,657,0,9.6
2026-06-20,PRD0124,1443,569,0,8.7
2026-06-27,PRD0124,1236,615,0,8.2
2026-01-03,PRD0125,8038,3104,12,75.0
2026-01-10,PRD0125,7678,3769,16,75.7
2026-01-17,PRD0125,7532,3939,16,76.7
2026-01-24,PRD0125,9533,4649,12,91.8
2026-01-31,PRD0125,8079,3219,16,81.9
2026-02-07,PRD0125,8372,4470,19,95.7
2026-02-14,PRD0125,7412,3690,12,73.5
2026-02-21,PRD0125,9696,3458,22,100.0
2026-02-28,PRD0125,8858,4292,16,82.6
2026-03-07,PRD0125,9020,4661,12,78.9
2026-03-14,PRD0125,7746,3124,11,75.4
2026-03-21,PRD0125,9100,4210,19,97.5
2026-03-28,PRD0125,7841,2989,16,87.5
2026-04-04,PRD0125,7217,2607,14,70.4
2026-04-11,PRD0125,9457,4144,19,94.6
2026-04-18,PRD0125,7598,3432,16,80.7
2026-04-25,PRD0125,9440,4146,17,97.0
2026-05-02,PRD0125,7469,3512,10,68.5
2026-05-09,PRD0125,8144,2914,10,67.3
2026-05-16,PRD0125,7351,3194,14,70.9
2026-05-23,PRD0125,8505,4440,16,86.2
2026-05-30,PRD0125,8331,3466,14,82.1
2026-06-06,PRD0125,7505,2875,14,81.5
2026-06-13,PRD0125,8860,3528,13,81.9
2026-06-20,PRD0125,7748,2996,11,70.5
2026-06-27,PRD0125,8846,4816,17,95.6
2025-06-15,PRD0126,4461,2249,7,44.3
2025-06-22,PRD0126,4220,1757,7,41.0
2025-06-29,PRD0126,3722,2038,4,34.4
2025-07-06,PRD0126,3785,1920,8,40.2
2025-07-13,PRD0126,4024,1719,8,42.2
2025-07-20,PRD0126,4431,1912,9,42.9
2025-07-27,PRD0126,4280,2046,9,48.4
2025-08-03,PRD0126,4185,1839,6,37.0
2025-08-10,PRD0126,4348,2162,7,42.8
2025-08-17,PRD0126,3455,1598,4,32.1
2025-08-24,PRD0126,3737,1855,6,35.9
2025-08-31,PRD0126,4046,1714,8,41.6
2025-09-07,PRD0126,3505,1566,5,31.4
2025-09-14,PRD0126,4088,1681,4,35.0
2025-09-21,PRD0126,3402,1340,5,30.3
2025-09-28,PRD0126,2778,1316,3,24.4
2025-10-05,PRD0126,3183,1541,4,27.0
2025-10-12,PRD0126,2298,1133,3,22.2
2025-10-19,PRD0126,2376,894,2,19.2
2025-10-26,PRD0126,2372,1110,2,19.6
2025-11-02,PRD0126,2150,1154,2,18.3
2025-11-09,PRD0126,1991,970,1,15.9
2025-11-16,PRD0126,1704,699,1,12.8
2025-11-23,PRD0126,1880,741,1,14.9
2025-11-30,PRD0126,1707,703,1,13.1
2025-12-07,PRD0126,1711,908,0,10.8
2025-12-14,PRD0126,1416,674,0,9.2
2025-12-21,PRD0126,1309,654,0,8.9
2025-12-28,PRD0126,1219,605,0,7.6
2026-01-04,PRD0126,1310,689,0,8.9
2026-01-11,PRD0126,1036,561,0,6.5
2026-01-18,PRD0126,1137,552,0,7.1
2026-01-25,PRD0126,978,420,0,6.0
2026-02-01,PRD0126,985,491,0,6.0
2026-02-08,PRD0126,886,340,0,5.7
2026-02-15,PRD0126,838,380,0,5.8
2026-02-22,PRD0126,744,297,0,4.7
2026-03-01,PRD0126,664,356,0,4.4
2026-03-08,PRD0126,590,319,0,3.7
